,Min1,Max1,Min2,Max2
Compliance (L/cmh20),0.15,,,
Port,Patient,,,
Left Pressure (cmH20),6,6.5,,
Right Pressure (cmH20),3,3.5,,
Left Volume(L),0.4,0.49,0.4,0.48
Right Volume(L),0.39,0.47,0.4,0.48
Breat Rate (breath/min),15,,,
I:E,1:3,,,
Flow Rate (L/min),10,,,
,,,,
17:50:23.859 -> S0.09 11.34 157.75 2.37,,,,
17:50:23.859 -> S0.09 11.25 157.75 2.37,,,,
17:50:23.859 -> S0.09 11.40 157.75 2.37,,,,
17:50:23.859 -> S0.09 11.38 157.75 2.37,,,,
17:50:23.859 -> S0.09 11.20 157.75 2.37,,,,
17:50:23.892 -> S0.09 11.20 157.75 2.37,,,,
17:50:23.892 -> S0.09 11.38 157.75 2.37,,,,
17:50:23.892 -> S0.09 11.39 157.75 2.37,,,,
17:50:23.892 -> S0.07 10.29 157.75 2.37,,,,
17:50:23.892 -> S-0.00 -2.42 157.74 2.37,,,,
17:50:23.892 -> S-0.04 -7.47 157.74 2.37,,,,
17:50:23.928 -> S-0.06 -9.19 157.74 2.37,,,,
17:50:23.928 -> S-0.05 -8.38 157.74 2.37,,,,
17:50:23.928 -> S-0.04 -7.82 157.74 2.37,,,,
17:50:23.928 -> S-0.03 -6.44 157.74 2.37,,,,
17:50:23.928 -> S-0.02 -4.99 157.74 2.37,,,,
17:50:23.928 -> S-0.01 -3.39 157.74 2.37,,,,
17:50:23.961 -> S-0.01 -2.75 157.74 2.37,,,,
17:50:23.961 -> S-0.01 -3.04 157.74 2.37,,,,
17:50:23.961 -> S-0.01 -4.10 157.74 2.37,,,,
17:50:23.961 -> S-0.01 -4.44 157.74 2.37,,,,
17:50:23.961 -> S-0.02 -4.94 157.74 2.37,,,,
17:50:23.995 -> S-0.02 -5.43 157.74 2.37,,,,
17:50:23.995 -> S-0.02 -5.97 157.74 2.37,,,,
17:50:23.995 -> S-0.03 -6.19 157.74 2.37,,,,
17:50:23.995 -> S-0.02 -5.99 157.74 2.37,,,,
17:50:23.995 -> S-0.02 -5.67 157.74 2.37,,,,
17:50:23.995 -> S-0.02 -5.30 157.74 2.37,,,,
17:50:24.029 -> S-0.02 -4.91 157.74 2.37,,,,
17:50:24.029 -> S-0.01 -4.44 157.74 2.37,,,,
17:50:24.029 -> S-0.01 -4.30 157.74 2.37,,,,
17:50:24.029 -> S-0.01 -4.63 157.74 2.37,,,,
17:50:24.029 -> S-0.02 -5.11 157.74 2.37,,,,
17:50:24.029 -> S-0.02 -5.54 157.74 2.37,,,,
17:50:24.063 -> S-0.02 -5.93 157.74 2.37,,,,
17:50:24.063 -> S-0.03 -6.17 157.74 2.37,,,,
17:50:24.063 -> S-0.03 -6.25 157.74 2.37,,,,
17:50:24.063 -> S-0.02 -5.88 157.74 2.37,,,,
17:50:24.063 -> S-0.02 -5.45 157.74 2.37,,,,
17:50:24.101 -> S-0.02 -5.11 157.74 2.37,,,,
17:50:24.101 -> S-0.02 -4.81 157.74 2.37,,,,
17:50:24.101 -> S-0.02 -4.99 157.74 2.37,,,,
17:50:24.101 -> S-0.02 -5.32 157.74 2.37,,,,
17:50:24.101 -> S-0.02 -5.54 157.74 2.37,,,,
17:50:24.101 -> S-0.02 -5.74 157.74 2.37,,,,
17:50:24.101 -> S-0.03 -6.15 157.74 2.37,,,,
17:50:24.137 -> S-0.03 -6.15 157.74 2.37,,,,
17:50:24.137 -> S-0.02 -5.67 157.74 2.37,,,,
17:50:24.137 -> S-0.02 -5.23 157.74 2.37,,,,
17:50:24.137 -> S-0.02 -5.01 157.74 2.37,,,,
17:50:24.137 -> S-0.02 -4.99 157.74 2.37,,,,
17:50:24.137 -> S-0.02 -5.06 157.74 2.37,,,,
17:50:24.174 -> S-0.02 -5.18 157.74 2.37,,,,
17:50:24.174 -> S-0.02 -5.43 157.74 2.37,,,,
17:50:24.174 -> S-0.02 -5.65 157.74 2.37,,,,
17:50:24.174 -> S-0.02 -5.65 157.74 2.37,,,,
17:50:24.174 -> S-0.02 -5.50 157.74 2.37,,,,
17:50:24.174 -> S-0.02 -5.41 157.74 2.37,,,,
17:50:24.208 -> S-0.02 -5.48 157.74 2.37,,,,
17:50:24.208 -> S-0.02 -5.41 157.74 2.37,,,,
17:50:24.208 -> S-0.02 -5.16 157.74 2.37,,,,
17:50:24.208 -> S-0.02 -5.13 157.74 2.37,,,,
17:50:24.208 -> S-0.02 -5.36 157.74 2.37,,,,
17:50:24.208 -> S-0.02 -5.50 157.74 2.37,,,,
17:50:24.244 -> S-0.02 -5.65 157.74 2.37,,,,
17:50:24.244 -> S-0.02 -5.69 157.74 2.37,,,,
17:50:24.244 -> S-0.02 -5.54 157.74 2.37,,,,
17:50:24.244 -> S-0.02 -5.39 157.74 2.37,,,,
17:50:24.244 -> S-0.02 -5.34 157.74 2.37,,,,
17:50:24.278 -> S-0.02 -5.20 157.74 2.37,,,,
17:50:24.278 -> S-0.02 -5.23 157.74 2.37,,,,
17:50:24.278 -> S-0.02 -5.30 157.74 2.37,,,,
17:50:24.278 -> S-0.02 -5.50 157.74 2.37,,,,
17:50:24.278 -> S-0.02 -5.74 157.74 2.37,,,,
17:50:24.278 -> S-0.02 -5.61 157.74 2.37,,,,
17:50:24.311 -> S-0.02 -5.45 157.74 2.37,,,,
17:50:24.311 -> S-0.02 -5.43 157.74 2.37,,,,
17:50:24.311 -> S-0.02 -5.39 157.74 2.37,,,,
17:50:24.311 -> S-0.02 -5.27 157.74 2.37,,,,
17:50:24.311 -> S-0.02 -5.27 157.74 2.37,,,,
17:50:24.311 -> S-0.02 -5.43 157.74 2.37,,,,
17:50:24.345 -> S-0.02 -5.56 157.74 2.37,,,,
17:50:24.345 -> S-0.02 -5.63 157.74 2.37,,,,
17:50:24.345 -> S-0.02 -5.67 157.74 2.37,,,,
17:50:24.345 -> S-0.02 -5.74 157.74 2.37,,,,
17:50:24.345 -> S-0.02 -5.48 157.74 2.37,,,,
17:50:24.379 -> S-0.02 -5.30 157.74 2.37,,,,
17:50:24.379 -> S-0.02 -5.41 157.74 2.37,,,,
17:50:24.379 -> S-0.02 -5.43 157.74 2.37,,,,
17:50:24.379 -> S-0.02 -5.39 157.74 2.37,,,,
17:50:24.379 -> S-0.02 -5.30 157.74 2.37,,,,
17:50:24.379 -> S-0.02 -5.32 157.74 2.37,,,,
17:50:24.379 -> S-0.02 -5.50 157.74 2.37,,,,
17:50:24.413 -> S-0.02 -5.45 157.74 2.37,,,,
17:50:24.413 -> S-0.02 -5.39 157.74 2.37,,,,
17:50:24.413 -> S-0.02 -5.36 157.74 2.37,,,,
17:50:24.413 -> S-0.02 -5.32 157.74 2.37,,,,
17:50:24.413 -> S-0.02 -5.18 157.74 2.37,,,,
17:50:24.449 -> S-0.02 -5.16 157.74 2.37,,,,
17:50:24.449 -> S-0.02 -5.34 157.74 2.37,,,,
17:50:24.449 -> S-0.02 -5.41 157.74 2.37,,,,
17:50:24.449 -> S-0.02 -5.45 157.74 2.37,,,,
17:50:24.449 -> S-0.02 -5.56 157.74 2.37,,,,
17:50:24.482 -> S-0.02 -5.61 157.74 2.37,,,,
17:50:24.482 -> S-0.02 -5.50 157.74 2.37,,,,
17:50:24.482 -> S-0.02 -5.30 157.74 2.37,,,,
17:50:24.482 -> S-0.02 -5.18 157.74 2.37,,,,
17:50:24.482 -> S-0.02 -5.20 157.74 2.37,,,,
17:50:24.482 -> S-0.02 -5.27 157.74 2.37,,,,
17:50:24.482 -> S-0.02 -5.50 157.74 2.37,,,,
17:50:24.516 -> S-0.02 -5.59 157.74 2.37,,,,
17:50:24.516 -> S-0.02 -5.56 157.74 2.37,,,,
17:50:24.516 -> S-0.02 -5.43 157.74 2.37,,,,
17:50:24.516 -> S-0.02 -5.20 157.74 2.37,,,,
17:50:24.516 -> S-0.02 -5.06 157.74 2.37,,,,
17:50:24.554 -> S-0.02 -5.16 157.74 2.37,,,,
17:50:24.554 -> S-0.02 -5.20 157.74 2.37,,,,
17:50:24.554 -> S-0.02 -5.25 157.74 2.37,,,,
17:50:24.554 -> S-0.02 -5.54 157.74 2.37,,,,
17:50:24.554 -> S-0.02 -5.63 157.74 2.37,,,,
17:50:24.554 -> S-0.02 -5.36 157.74 2.37,,,,
17:50:24.592 -> S-0.02 -5.23 157.74 2.37,,,,
17:50:24.592 -> S-0.02 -5.34 157.74 2.37,,,,
17:50:24.592 -> S-0.02 -5.25 157.74 2.37,,,,
17:50:24.592 -> S-0.02 -5.06 157.74 2.37,,,,
17:50:24.592 -> S-0.02 -5.20 157.74 2.37,,,,
17:50:24.592 -> S-0.02 -5.48 157.74 2.37,,,,
17:50:24.626 -> S-0.02 -5.74 157.74 2.37,,,,
17:50:24.626 -> S-0.02 -5.80 157.74 2.37,,,,
17:50:24.626 -> S-0.02 -5.69 157.74 2.37,,,,
17:50:24.626 -> S-0.02 -5.50 157.74 2.37,,,,
17:50:24.626 -> S-0.02 -5.20 157.74 2.37,,,,
17:50:24.626 -> S-0.02 -5.08 157.74 2.37,,,,
17:50:24.626 -> S-0.02 -5.08 157.74 2.37,,,,
17:50:24.663 -> S-0.02 -5.27 157.74 2.37,,,,
17:50:24.663 -> S-0.02 -5.30 157.74 2.37,,,,
17:50:24.663 -> S-0.02 -5.23 157.74 2.37,,,,
17:50:24.663 -> S-0.02 -5.16 157.74 2.37,,,,
17:50:24.663 -> S-0.02 -5.08 157.74 2.37,,,,
17:50:24.663 -> S-0.02 -5.08 157.74 2.37,,,,
17:50:24.700 -> S-0.02 -5.11 157.74 2.37,,,,
17:50:24.700 -> S-0.02 -5.32 157.74 2.37,,,,
17:50:24.700 -> S-0.02 -5.45 157.74 2.37,,,,
17:50:24.700 -> S-0.02 -5.16 157.74 2.37,,,,
17:50:24.700 -> S-0.02 -4.99 157.74 2.37,,,,
17:50:24.700 -> S-0.02 -5.16 157.74 2.37,,,,
17:50:24.737 -> S-0.02 -5.16 157.74 2.37,,,,
17:50:24.737 -> S-0.02 -5.06 157.74 2.37,,,,
17:50:24.737 -> S-0.02 -5.06 157.74 2.37,,,,
17:50:24.737 -> S-0.02 -5.18 157.74 2.37,,,,
17:50:24.737 -> S-0.02 -5.18 157.74 2.37,,,,
17:50:24.737 -> S-0.02 -5.11 157.74 2.37,,,,
17:50:24.772 -> S-0.02 -5.08 157.74 2.37,,,,
17:50:24.772 -> S-0.02 -5.23 157.74 2.37,,,,
17:50:24.772 -> S-0.02 -5.18 157.74 2.37,,,,
17:50:24.772 -> S-0.02 -5.08 157.74 2.37,,,,
17:50:24.772 -> S-0.02 -5.11 157.74 2.37,,,,
17:50:24.810 -> S-0.02 -5.18 157.74 2.37,,,,
17:50:24.810 -> S-0.02 -5.06 157.74 2.37,,,,
17:50:24.810 -> S-0.02 -5.01 157.74 2.37,,,,
17:50:24.810 -> S-0.02 -5.01 157.74 2.37,,,,
17:50:24.810 -> S-0.02 -5.06 157.74 2.37,,,,
17:50:24.810 -> S-0.02 -4.96 157.74 2.37,,,,
17:50:24.810 -> S-0.02 -4.99 157.74 2.37,,,,
17:50:24.845 -> S-0.02 -5.18 157.74 2.37,,,,
17:50:24.845 -> S-0.02 -5.20 157.74 2.37,,,,
17:50:24.845 -> S-0.02 -5.11 157.74 2.37,,,,
17:50:24.845 -> S-0.02 -5.08 157.74 2.37,,,,
17:50:24.845 -> S-0.02 -5.13 157.74 2.37,,,,
17:50:24.845 -> S-0.02 -5.04 157.74 2.37,,,,
17:50:24.878 -> S-0.02 -4.96 157.74 2.37,,,,
17:50:24.878 -> S-0.02 -5.04 157.74 2.37,,,,
17:50:24.878 -> S-0.02 -5.13 157.74 2.37,,,,
17:50:24.878 -> S-0.02 -5.08 157.74 2.37,,,,
17:50:24.878 -> S-0.02 -4.99 157.74 2.37,,,,
17:50:24.912 -> S-0.02 -4.96 157.74 2.37,,,,
17:50:24.912 -> S-0.02 -5.04 157.74 2.37,,,,
17:50:24.912 -> S-0.02 -4.96 157.74 2.37,,,,
17:50:24.912 -> S-0.02 -4.84 157.74 2.37,,,,
17:50:24.912 -> S-0.02 -4.84 157.74 2.37,,,,
17:50:24.912 -> S-0.02 -4.99 157.74 2.37,,,,
17:50:24.945 -> S-0.02 -4.96 157.74 2.37,,,,
17:50:24.945 -> S-0.02 -5.06 157.74 2.37,,,,
17:50:24.945 -> S-0.02 -5.20 157.74 2.37,,,,
17:50:24.945 -> S-0.02 -5.08 157.74 2.37,,,,
17:50:24.945 -> S-0.02 -4.84 157.74 2.37,,,,
17:50:24.945 -> S-0.02 -4.76 157.74 2.37,,,,
17:50:24.980 -> S-0.02 -4.89 157.74 2.37,,,,
17:50:24.980 -> S-0.02 -4.96 157.74 2.37,,,,
17:50:24.980 -> S-0.02 -4.94 157.74 2.37,,,,
17:50:24.980 -> S-0.02 -5.06 157.74 2.37,,,,
17:50:24.980 -> S-0.02 -5.06 157.74 2.37,,,,
17:50:25.014 -> S-0.02 -4.96 157.74 2.37,,,,
17:50:25.014 -> S-0.02 -4.74 157.74 2.37,,,,
17:50:25.014 -> S-0.02 -4.68 157.74 2.37,,,,
17:50:25.014 -> S-0.02 -4.86 157.74 2.37,,,,
17:50:25.014 -> S-0.02 -4.89 157.74 2.37,,,,
17:50:25.014 -> S-0.02 -4.86 157.74 2.37,,,,
17:50:25.050 -> S-0.02 -4.91 157.74 2.37,,,,
17:50:25.050 -> S-0.02 -4.91 157.74 2.37,,,,
17:50:25.050 -> S-0.02 -4.89 157.74 2.37,,,,
17:50:25.050 -> S-0.02 -5.04 157.74 2.37,,,,
17:50:25.050 -> S-0.02 -5.08 157.74 2.37,,,,
17:50:25.050 -> S-0.02 -4.94 157.74 2.37,,,,
17:50:25.087 -> S-0.02 -4.76 157.74 2.37,,,,
17:50:25.087 -> S-0.02 -4.68 157.74 2.37,,,,
17:50:25.087 -> S-0.02 -4.79 157.74 2.37,,,,
17:50:25.087 -> S-0.02 -4.91 157.74 2.37,,,,
17:50:25.087 -> S-0.02 -4.89 157.74 2.37,,,,
17:50:25.087 -> S-0.02 -4.89 157.74 2.37,,,,
17:50:25.087 -> S-0.02 -4.91 157.74 2.37,,,,
17:50:25.122 -> S-0.02 -4.96 157.74 2.37,,,,
17:50:25.122 -> S-0.02 -4.89 157.74 2.37,,,,
17:50:25.122 -> S-0.02 -4.91 157.74 2.37,,,,
17:50:25.122 -> S-0.02 -5.01 157.74 2.37,,,,
17:50:25.122 -> S-0.02 -4.96 157.74 2.37,,,,
17:50:25.157 -> S-0.02 -4.86 157.74 2.37,,,,
17:50:25.157 -> S-0.02 -4.89 157.74 2.37,,,,
17:50:25.157 -> S-0.02 -4.86 157.74 2.37,,,,
17:50:25.157 -> S-0.02 -4.81 157.74 2.37,,,,
17:50:25.157 -> S-0.02 -4.68 157.74 2.37,,,,
17:50:25.157 -> S-0.02 -4.68 157.74 2.37,,,,
17:50:25.195 -> S-0.02 -4.74 157.74 2.37,,,,
17:50:25.195 -> S-0.02 -4.76 157.74 2.37,,,,
17:50:25.195 -> S-0.02 -4.76 157.74 2.37,,,,
17:50:25.195 -> S-0.02 -4.84 157.74 2.37,,,,
17:50:25.195 -> S-0.02 -4.86 157.74 2.37,,,,
17:50:25.195 -> S-0.02 -4.76 157.74 2.37,,,,
17:50:25.350 -> S-0.02 -4.71 157.74 2.37,,,,
17:50:25.350 -> S-0.02 -4.81 157.74 2.37,,,,
17:50:25.350 -> S-0.02 -4.84 157.74 2.37,,,,
17:50:25.350 -> S-0.02 -4.76 157.74 2.37,,,,
17:50:25.350 -> S-0.02 -4.74 157.74 2.37,,,,
17:50:25.350 -> S-0.02 -4.76 157.74 2.37,,,,
17:50:25.350 -> S-0.02 -4.68 157.74 2.37,,,,
17:50:25.350 -> S-0.02 -4.66 157.74 2.37,,,,
17:50:25.350 -> S-0.02 -4.81 157.74 2.37,,,,
17:50:25.350 -> S-0.02 -5.01 157.74 2.37,,,,
17:50:25.350 -> S-0.02 -4.99 157.74 2.37,,,,
17:50:25.350 -> S-0.02 -4.86 157.74 2.37,,,,
17:50:25.350 -> S-0.02 -4.79 157.74 2.37,,,,
17:50:25.350 -> S-0.02 -4.74 157.74 2.37,,,,
17:50:25.350 -> S-0.01 -4.61 157.74 2.37,,,,
17:50:25.350 -> S-0.02 -4.68 157.74 2.37,,,,
17:50:25.350 -> S-0.02 -4.84 157.74 2.37,,,,
17:50:25.350 -> S-0.02 -4.86 157.74 2.37,,,,
17:50:25.350 -> S-0.02 -4.74 157.74 2.37,,,,
17:50:25.350 -> S-0.02 -4.74 157.74 2.37,,,,
17:50:25.350 -> S-0.02 -4.86 157.74 2.37,,,,
17:50:25.350 -> S-0.02 -4.81 157.74 2.37,,,,
17:50:25.350 -> S-0.01 -4.63 157.74 2.37,,,,
17:50:25.350 -> S-0.02 -4.68 157.74 2.37,,,,
17:50:25.350 -> S-0.02 -4.91 157.74 2.37,,,,
17:50:25.350 -> S-0.02 -4.81 157.74 2.37,,,,
17:50:25.376 -> S-0.01 -4.63 157.74 2.37,,,,
17:50:25.376 -> S-0.02 -4.81 157.74 2.37,,,,
17:50:25.376 -> S-0.02 -4.99 157.74 2.37,,,,
17:50:25.376 -> S-0.02 -4.94 157.74 2.37,,,,
17:50:25.409 -> S-0.02 -4.84 157.74 2.37,,,,
17:50:25.409 -> S-0.02 -4.84 157.74 2.37,,,,
17:50:25.409 -> S-0.02 -4.89 157.74 2.37,,,,
17:50:25.409 -> S-0.02 -4.96 157.74 2.37,,,,
17:50:25.409 -> S-0.02 -5.18 157.74 2.37,,,,
17:50:25.409 -> S-0.02 -5.11 157.74 2.37,,,,
17:50:25.444 -> S-0.02 -5.01 157.74 2.37,,,,
17:50:25.444 -> S-0.02 -4.84 157.74 2.37,,,,
17:50:25.444 -> S-0.02 -4.81 157.74 2.37,,,,
17:50:25.444 -> S-0.02 -5.01 157.74 2.37,,,,
17:50:25.444 -> S-0.02 -5.01 157.74 2.37,,,,
17:50:25.444 -> S-0.02 -4.91 157.74 2.37,,,,
17:50:25.478 -> S-0.02 -4.84 157.74 2.37,,,,
17:50:25.478 -> S-0.02 -4.89 157.74 2.37,,,,
17:50:25.478 -> S-0.02 -4.84 157.74 2.37,,,,
17:50:25.478 -> S-0.02 -4.79 157.74 2.37,,,,
17:50:25.478 -> S-0.02 -4.89 157.74 2.37,,,,
17:50:25.511 -> S-0.02 -4.94 157.74 2.37,,,,
17:50:25.511 -> S-0.02 -4.81 157.74 2.37,,,,
17:50:25.511 -> S-0.02 -4.71 157.74 2.37,,,,
17:50:25.511 -> S-0.02 -4.84 157.74 2.37,,,,
17:50:25.511 -> S-0.02 -4.91 157.74 2.37,,,,
17:50:25.511 -> S-0.02 -4.74 157.74 2.37,,,,
17:50:25.548 -> S-0.02 -4.68 157.74 2.37,,,,
17:50:25.548 -> S-0.02 -4.76 157.74 2.37,,,,
17:50:25.548 -> S-0.02 -4.86 157.74 2.37,,,,
17:50:25.548 -> S-0.02 -4.81 157.74 2.37,,,,
17:50:25.548 -> S-0.02 -4.76 157.74 2.37,,,,
17:50:25.548 -> S-0.02 -4.84 157.74 2.37,,,,
17:50:25.581 -> S-0.02 -4.81 157.74 2.37,,,,
17:50:25.581 -> S-0.01 -4.61 157.74 2.37,,,,
17:50:25.581 -> S-0.01 -4.58 157.74 2.37,,,,
17:50:25.581 -> S-0.02 -4.76 157.74 2.37,,,,
17:50:25.581 -> S-0.02 -4.74 157.74 2.37,,,,
17:50:25.581 -> S-0.02 -4.68 157.74 2.37,,,,
17:50:25.615 -> S-0.02 -4.74 157.74 2.37,,,,
17:50:25.615 -> S-0.02 -4.84 157.74 2.37,,,,
17:50:25.615 -> S-0.02 -4.71 157.74 2.37,,,,
17:50:25.615 -> S-0.01 -4.55 157.74 2.37,,,,
17:50:25.615 -> S-0.02 -4.79 157.74 2.37,,,,
17:50:25.649 -> S-0.02 -5.01 157.74 2.37,,,,
17:50:25.649 -> S-0.02 -4.89 157.74 2.37,,,,
17:50:25.649 -> S-0.02 -4.81 157.74 2.37,,,,
17:50:25.649 -> S-0.02 -4.81 157.74 2.37,,,,
17:50:25.649 -> S-0.02 -4.76 157.74 2.37,,,,
17:50:25.685 -> S-0.01 -4.63 157.74 2.37,,,,
17:50:25.685 -> S-0.01 -4.61 157.74 2.37,,,,
17:50:25.685 -> S-0.02 -4.68 157.74 2.37,,,,
17:50:25.685 -> S-0.02 -4.71 157.74 2.37,,,,
17:50:25.685 -> S-0.02 -4.71 157.74 2.37,,,,
17:50:25.685 -> S-0.02 -4.66 157.74 2.37,,,,
17:50:25.685 -> S-0.02 -4.68 157.74 2.37,,,,
17:50:25.723 -> S-0.02 -4.84 157.74 2.37,,,,
17:50:25.723 -> S-0.02 -4.81 157.74 2.37,,,,
17:50:25.723 -> S-0.02 -4.76 157.74 2.37,,,,
17:50:25.723 -> S-0.02 -4.81 157.74 2.37,,,,
17:50:25.723 -> S-0.02 -4.84 157.74 2.37,,,,
17:50:25.723 -> S-0.02 -4.91 157.74 2.37,,,,
17:50:25.758 -> S-0.02 -4.99 157.74 2.37,,,,
17:50:25.758 -> S-0.02 -4.86 157.74 2.37,,,,
17:50:25.758 -> S-0.01 -4.50 157.74 2.37,,,,
17:50:25.758 -> S-0.01 -4.30 157.74 2.37,,,,
17:50:25.758 -> S-0.01 -4.50 157.74 2.37,,,,
17:50:25.758 -> S-0.02 -4.81 157.74 2.37,,,,
17:50:25.792 -> S-0.02 -4.89 157.74 2.37,,,,
17:50:25.792 -> S-0.02 -4.86 157.74 2.37,,,,
17:50:25.792 -> S-0.02 -4.68 157.74 2.37,,,,
17:50:25.792 -> S-0.01 -4.44 157.74 2.37,,,,
17:50:25.792 -> S-0.01 -4.28 157.74 2.37,,,,
17:50:25.827 -> S-0.01 -4.39 157.74 2.37,,,,
17:50:25.827 -> S-0.02 -4.68 157.74 2.37,,,,
17:50:25.827 -> S-0.02 -4.81 157.74 2.37,,,,
17:50:25.827 -> S-0.01 -4.61 157.74 2.37,,,,
17:50:25.827 -> S-0.01 -4.50 157.74 2.37,,,,
17:50:25.827 -> S-0.01 -4.53 157.74 2.37,,,,
17:50:25.827 -> S-0.01 -4.47 157.74 2.37,,,,
17:50:25.861 -> S-0.01 -4.53 157.74 2.37,,,,
17:50:25.861 -> S-0.01 -4.63 157.74 2.37,,,,
17:50:25.861 -> S-0.01 -4.61 157.74 2.37,,,,
17:50:25.861 -> S-0.01 -4.42 157.74 2.37,,,,
17:50:25.861 -> S-0.01 -4.30 157.74 2.37,,,,
17:50:25.898 -> S-0.01 -4.44 157.74 2.37,,,,
17:50:25.898 -> S-0.01 -4.58 157.74 2.37,,,,
17:50:25.898 -> S-0.01 -4.53 157.74 2.37,,,,
17:50:25.898 -> S-0.01 -4.55 157.74 2.37,,,,
17:50:25.898 -> S-0.02 -4.71 157.74 2.37,,,,
17:50:25.898 -> S-0.01 -4.61 157.74 2.37,,,,
17:50:25.933 -> S-0.01 -4.44 157.74 2.37,,,,
17:50:25.933 -> S-0.01 -4.44 157.74 2.37,,,,
17:50:25.933 -> S-0.01 -4.53 157.74 2.37,,,,
17:50:25.933 -> S-0.01 -4.50 157.74 2.37,,,,
17:50:25.933 -> S-0.01 -4.47 157.74 2.37,,,,
17:50:25.933 -> S-0.01 -4.42 157.74 2.37,,,,
17:50:25.971 -> S-0.01 -4.55 157.74 2.37,,,,
17:50:25.971 -> S-0.01 -4.58 157.74 2.37,,,,
17:50:25.971 -> S-0.01 -4.53 157.74 2.37,,,,
17:50:25.971 -> S-0.01 -4.58 157.74 2.37,,,,
17:50:25.971 -> S-0.01 -4.53 157.74 2.37,,,,
17:50:25.971 -> S-0.01 -4.39 157.74 2.37,,,,
17:50:26.008 -> S-0.01 -4.28 157.74 2.37,,,,
17:50:26.008 -> S-0.01 -4.28 157.74 2.37,,,,
17:50:26.008 -> S-0.01 -4.39 157.74 2.37,,,,
17:50:26.008 -> S-0.01 -4.36 157.74 2.37,,,,
17:50:26.008 -> S-0.01 -4.36 157.74 2.37,,,,
17:50:26.008 -> S-0.01 -4.44 157.74 2.37,,,,
17:50:26.008 -> S-0.01 -4.36 157.74 2.37,,,,
17:50:26.042 -> S-0.01 -4.30 157.74 2.37,,,,
17:50:26.042 -> S-0.01 -4.33 157.74 2.37,,,,
17:50:26.042 -> S-0.01 -4.36 157.74 2.37,,,,
17:50:26.042 -> S-0.01 -4.25 157.74 2.37,,,,
17:50:26.042 -> S-0.01 -4.13 157.74 2.37,,,,
17:50:26.078 -> S-0.01 -4.19 157.74 2.37,,,,
17:50:26.078 -> S-0.01 -4.39 157.74 2.37,,,,
17:50:26.078 -> S-0.01 -4.39 157.74 2.37,,,,
17:50:26.078 -> S-0.01 -4.22 157.74 2.37,,,,
17:50:26.078 -> S-0.01 -4.13 157.74 2.37,,,,
17:50:26.078 -> S-0.01 -4.19 157.74 2.37,,,,
17:50:26.113 -> S-0.01 -4.07 157.74 2.37,,,,
17:50:26.113 -> S-0.01 -4.04 157.74 2.37,,,,
17:50:26.113 -> S-0.01 -4.39 157.74 2.37,,,,
17:50:26.113 -> S-0.02 -4.71 157.74 2.37,,,,
17:50:26.113 -> S-0.01 -4.58 157.74 2.37,,,,
17:50:26.113 -> S-0.01 -4.30 157.74 2.37,,,,
17:50:26.151 -> S-0.01 -4.30 157.74 2.37,,,,
17:50:26.151 -> S-0.01 -4.42 157.74 2.37,,,,
17:50:26.151 -> S-0.01 -4.33 157.74 2.37,,,,
17:50:26.151 -> S-0.01 -4.36 157.74 2.37,,,,
17:50:26.151 -> S-0.01 -4.61 157.74 2.37,,,,
17:50:26.151 -> S-0.02 -4.66 157.74 2.37,,,,
17:50:26.188 -> S-0.01 -4.42 157.74 2.37,,,,
17:50:26.188 -> S-0.01 -4.25 157.74 2.37,,,,
17:50:26.188 -> S-0.01 -4.25 157.74 2.37,,,,
17:50:26.188 -> S-0.01 -4.22 157.74 2.37,,,,
17:50:26.188 -> S-0.01 -4.19 157.74 2.37,,,,
17:50:26.188 -> S-0.01 -4.22 157.74 2.37,,,,
17:50:26.188 -> S-0.01 -4.28 157.74 2.37,,,,
17:50:26.225 -> S-0.01 -4.33 157.74 2.37,,,,
17:50:26.225 -> S-0.01 -4.50 157.74 2.37,,,,
17:50:26.225 -> S-0.01 -4.58 157.74 2.37,,,,
17:50:26.225 -> S-0.01 -4.58 157.74 2.37,,,,
17:50:26.225 -> S-0.01 -4.39 157.74 2.37,,,,
17:50:26.225 -> S-0.01 -4.25 157.74 2.37,,,,
17:50:26.263 -> S-0.01 -4.30 157.74 2.37,,,,
17:50:26.263 -> S-0.01 -4.44 157.74 2.37,,,,
17:50:26.263 -> S-0.01 -4.36 157.74 2.37,,,,
17:50:26.263 -> S-0.01 -4.30 157.74 2.37,,,,
17:50:26.263 -> S-0.01 -4.39 157.74 2.37,,,,
17:50:26.263 -> S-0.01 -4.42 157.74 2.37,,,,
17:50:26.296 -> S-0.01 -4.25 157.74 2.37,,,,
17:50:26.296 -> S-0.01 -4.16 157.74 2.37,,,,
17:50:26.296 -> S-0.01 -4.22 157.74 2.37,,,,
17:50:26.296 -> S-0.01 -4.13 157.74 2.37,,,,
17:50:26.296 -> S-0.01 -4.13 157.74 2.37,,,,
17:50:26.330 -> S-0.01 -4.30 157.74 2.37,,,,
17:50:26.330 -> S-0.01 -4.47 157.74 2.37,,,,
17:50:26.330 -> S-0.01 -4.44 157.74 2.37,,,,
17:50:26.330 -> S-0.01 -4.28 157.74 2.37,,,,
17:50:26.330 -> S-0.01 -4.25 157.74 2.37,,,,
17:50:26.330 -> S-0.01 -4.25 157.74 2.37,,,,
17:50:26.364 -> S-0.01 -4.04 157.74 2.37,,,,
17:50:26.364 -> S-0.01 -3.98 157.74 2.37,,,,
